#Frame      Mode1    Mode2    Mode3
   37980   -4.825    1.740   -0.403
   37981   -1.594    3.211   -3.838
   37982   -3.270    5.738   -4.081
   37983   -2.913    2.944   -1.844
   37984   -1.904    3.107   -3.742
   37985   -5.249    3.051   -2.072
   37986   -2.721    1.571   -2.763
   37987   -4.037    2.362   -1.317
   37988   -3.149    2.861   -3.654
   37989   -1.723    2.661   -3.826
   37990   -3.297    4.974   -2.690
   37991   -5.353    3.175   -1.759
   37992   -3.554    2.596   -0.261
   37993   -4.337    1.915   -0.901
   37994   -3.381    1.684   -1.533
   37995   -5.308    1.022   -1.726
   37996   -7.167    2.315   -0.889
   37997   -4.123    4.131   -4.334
   37998   -5.672    2.547   -1.305
   37999   -5.959    4.570   -0.943
   38000   -5.353    7.019   -2.530
   38001   -4.141    3.688   -4.450
   38002   -3.713    4.860   -2.480
   38003   -3.060    2.306   -2.999
   38004   -3.229    1.712   -2.551
   38005   -4.349    0.309   -2.406
   38006   -6.681    0.829   -1.761
   38007   -4.574    1.711   -2.144
   38008   -6.716    1.844   -1.480
   38009   -5.535   -0.576   -1.849
   38010   -4.539   -0.056   -4.541
   38011   -5.035    0.445   -2.027
   38012   -6.118   -1.070   -2.395
   38013   -6.591    0.612   -1.707
   38014   -4.827   -1.295   -0.938
   38015   -6.565    1.534   -2.075
   38016   -6.476    0.392   -1.684
   38017   -6.095   -0.356   -0.709
   38018   -5.453    1.213    0.105
   38019   -6.971    3.807   -0.913
   38020   -6.022    1.345   -1.451
   38021   -4.358    1.986   -4.774
   38022   -5.322    1.550   -3.334
   38023   -5.976    2.209   -3.679
   38024   -7.488    0.807   -2.038
   38025   -6.016    0.287   -2.193
   38026   -6.146    0.660   -2.223
   38027   -5.869   -1.018   -2.413
   38028   -8.164   -0.013   -0.957
   38029   -3.517   -0.366   -1.591
   38030   -4.846    2.097   -1.108
   38031   -4.294    1.570    0.577
   38032   -4.759    1.017   -1.402
   38033   -2.621    2.169   -0.245
   38034   -4.015    2.989   -0.923
   38035   -4.234    3.424   -0.503
   38036   -1.947    0.436   -0.559
   38037   -1.792    2.026   -0.975
   38038   -2.738    1.821    1.195
   38039   -0.860    0.515   -1.362
   38040   -1.536    0.006    1.043
   38041   -1.062    0.013   -2.848
   38042   -0.876   -0.052   -1.517
   38043   -0.820   -0.074    0.072
   38044   -2.029   -0.470   -0.767
   38045   -2.471    0.496   -1.594
   38046   -2.890   -0.109   -1.227
   38047   -1.850    0.324   -1.956
   38048   -1.040   -0.492   -1.843
   38049   -0.094   -0.678   -1.844
   38050   -0.840    0.015   -1.432
   38051   -0.120   -1.244   -0.951
   38052    0.953    0.002   -1.577
   38053    0.561   -1.571   -1.558
   38054    0.277    1.609   -1.969
   38055    0.186    2.769   -0.217
   38056   -0.777    0.247    1.431
   38057    0.904    1.075   -1.631
   38058   -0.661    2.170    1.076
   38059   -0.487    2.331   -0.796
   38060   -0.150    1.528   -1.337
   38061   -0.223   -0.050   -1.339
   38062   -0.100   -0.225   -0.185
   38063   -0.036    0.085   -0.066
   38064    1.796    0.805   -0.195
   38065    1.152   -1.602   -0.751
   38066    0.746   -2.150   -0.011
   38067    0.428    0.558   -0.639
   38068    0.057    0.215   -1.259
   38069   -2.417   -3.093   -1.189
   38070   -3.014   -0.080    0.987
   38071   -0.342   -0.396    2.138
   38072   -0.725   -0.143    0.268
   38073   -0.324   -1.316   -0.710
   38074   -0.111   -1.944    0.671
   38075   -0.255    0.209   -0.276
   38076   -1.737    0.074    2.711
   38077    0.795    0.788    2.339
   38078    0.330   -0.363    1.574
   38079   -1.504    1.962    0.655
   38080    0.280    1.859   -3.349
   38081    0.065    1.315   -0.302
   38082   -1.887    1.218    1.408
   38083   -1.747    0.822    0.915
   38084   -2.885    0.146   -1.858
   38085   -2.327    2.490   -1.123
   38086   -1.715    0.431   -0.895
   38087   -1.479    0.600   -3.370
   38088   -1.092   -0.546   -1.635
   38089   -1.563    1.060   -0.235
   38090   -1.098    2.103   -2.570
   38091   -0.704    2.226   -3.811
   38092   -2.225    2.191   -2.194
   38093   -1.308   -0.561   -2.978
   38094   -1.825    3.398   -3.681
   38095   -1.539    1.768   -3.934
   38096   -2.765    0.118   -0.857
   38097   -2.908    0.838   -2.420
   38098   -3.920    2.906   -2.765
   38099   -4.402    2.739   -0.909
   38100   -4.175    2.015   -0.919
   38101   -4.558    0.715   -0.333
   38102   -4.104    2.683   -0.342
   38103   -4.102    0.202    0.585
   38104   -4.813    0.924    0.704
   38105   -3.501    1.621    0.160
   38106   -3.404    0.918    0.159
   38107   -6.374    0.192   -0.671
   38108   -5.329    2.163   -1.468
   38109   -2.829    1.222   -1.884
   38110   -0.350    3.020   -4.572
   38111   -2.274    0.511   -2.186
   38112   -2.306    3.661   -3.619
   38113   -3.022    2.620   -1.909
   38114   -4.167   -0.159   -3.357
   38115   -1.549   -1.194   -1.504
   38116   -2.715    2.016   -0.103
   38117   -3.247   -1.935    0.553
   38118   -4.496   -1.524   -0.113
   38119   -1.458    0.388   -1.675
   38120   -0.934    2.887   -2.820
   38121   -2.502    0.773   -1.632
   38122   -3.232    2.357   -0.751
   38123   -3.115    2.730   -1.665
   38124   -0.845    0.757   -2.613
   38125    0.589    1.241   -1.902
   38126    0.274    0.100   -2.001
   38127   -0.506    1.256   -1.675
   38128    0.649    0.459   -1.639
   38129    0.516    2.517   -1.409
   38130    0.097    1.403   -3.184
   38131   -0.809   -1.310   -0.893
   38132    0.181   -0.670   -1.065
   38133   -0.767   -1.615   -3.216
   38134   -3.038    0.666   -1.873
   38135   -2.822    0.761   -3.413
   38136   -3.984   -1.564   -2.819
   38137   -5.300   -0.383   -2.388
   38138   -2.172   -1.694   -1.630
   38139   -3.398   -1.717   -1.160
   38140   -4.210   -3.118   -1.327
   38141   -3.186   -1.781   -1.917
   38142   -2.155   -0.133   -5.044
   38143   -2.258    1.477   -5.805
   38144   -2.724   -2.574   -2.877
   38145   -4.970    0.565   -1.517
   38146   -3.438   -1.287   -0.519
   38147   -1.653   -0.490   -1.363
   38148   -4.726    0.719   -2.881
   38149   -2.848   -0.802   -3.028
   38150   -1.351   -1.764   -1.258
   38151   -2.009   -0.135   -0.326
   38152   -1.444   -0.716   -1.426
   38153   -3.491   -0.371    0.533
   38154   -0.190    0.469   -2.903
   38155   -0.780    0.137   -1.892
   38156   -3.517    1.618   -2.088
   38157   -3.118    0.366    0.124
   38158   -2.560   -0.729   -0.855
   38159   -1.806   -1.581    0.748
   38160   -3.091   -3.478    0.773
   38161   -1.927   -3.926    0.379
   38162   -2.266   -4.205    0.421
   38163   -2.794    0.550   -1.690
   38164   -0.343   -2.806   -1.974
   38165   -2.209   -0.832   -1.028
   38166   -1.783   -1.764   -0.953
   38167   -2.661   -1.124   -1.330
   38168   -3.001   -0.262    1.035
   38169   -3.065   -0.182   -0.884
   38170   -1.888    0.323   -0.498
   38171   -1.547   -0.759   -1.825
   38172   -0.919   -0.283   -1.118
   38173   -1.269    0.775   -0.733
   38174   -3.716    0.912   -1.234
   38175   -0.920    1.182   -2.922
   38176   -1.260    0.929   -2.427
   38177   -2.082   -0.251   -1.233
   38178   -2.073   -0.887   -1.275
   38179   -2.418    0.161   -0.362
   38180   -2.895    0.221   -1.211
   38181   -3.275   -0.985    0.002
   38182   -1.713   -0.277   -2.023
   38183   -1.353   -2.011   -0.775
   38184   -0.382    0.134   -2.105
   38185   -3.051    1.105   -0.047
   38186   -3.287   -1.003    0.334
   38187   -4.428   -0.325    0.285
   38188   -2.568    0.345   -1.253
   38189   -1.830    1.091   -1.649
   38190   -1.286   -0.797   -3.133
   38191   -2.028   -0.745   -0.540
   38192   -2.835    1.323   -1.427
   38193   -1.984   -1.023   -1.321
   38194   -2.837   -0.018   -0.868
   38195   -0.676   -2.158   -1.736
   38196   -0.266    0.293    0.328
   38197   -0.222    0.329   -0.914
   38198   -1.998    0.583   -1.208
   38199    0.340    0.529   -2.233
   38200   -0.992   -1.623   -1.496
   38201   -0.175   -3.206    0.447
   38202   -0.121   -3.355   -1.574
   38203   -2.214   -3.325   -0.178
   38204   -0.817   -2.716   -1.424
   38205   -0.641   -0.082   -2.794
   38206    0.274   -0.498   -2.925
   38207   -1.717    1.363   -1.725
   38208   -0.121   -1.576   -1.807
   38209   -3.192   -1.376   -0.578
   38210    0.678    0.276   -1.710
   38211   -1.467   -1.030   -1.195
   38212   -0.408   -1.154   -1.689
   38213   -1.731   -0.526   -1.497
   38214   -1.062   -0.925   -2.033
   38215   -1.932    0.465   -2.214
   38216   -1.574   -0.053   -1.859
   38217   -1.779    0.403   -0.915
   38218   -1.800    0.692   -1.975
   38219    0.267   -0.006   -3.112
   38220    1.446   -0.027   -2.816
   38221    0.194   -1.700   -2.969
   38222   -1.560   -1.851   -1.784
   38223   -1.551    0.184   -0.620
   38224   -1.714    0.462   -1.208
   38225   -0.061    0.234    0.492
   38226   -1.566   -1.357    0.255
   38227   -1.999   -0.921    0.575
   38228   -1.567   -2.933   -2.028
   38229   -0.155   -2.429   -1.937
   38230   -2.092   -2.027   -0.878
   38231   -0.557   -1.787   -2.622
   38232   -3.047   -0.252   -0.871
   38233   -3.530    0.253    0.486
   38234   -1.885   -1.432    0.721
   38235   -1.307   -1.972    0.341
   38236   -0.701   -1.550   -0.294
   38237   -2.914   -0.470    0.436
   38238   -1.201   -1.373    0.459
   38239   -0.733    0.072   -0.052
   38240   -0.533   -2.137    0.372
   38241   -0.295    0.926   -0.890
   38242   -1.173   -0.611    0.931
   38243   -1.657   -2.540    0.216
   38244   -1.572   -0.066    0.415
   38245   -1.631    1.106   -0.827
   38246   -3.226    0.462    1.463
   38247   -1.342   -0.301   -1.964
   38248   -1.897   -0.055    0.776
   38249   -0.643    0.392   -0.952
   38250   -2.072    0.628   -0.262
   38251   -1.693   -0.495   -1.714
   38252   -3.059    0.327   -1.335
   38253   -2.727    0.523   -1.945
   38254   -3.727    0.369   -1.767
   38255   -2.458   -0.630   -1.282
   38256   -0.126   -1.104   -1.419
   38257   -1.220   -0.743   -0.935
   38258   -1.655    0.473   -1.461
   38259   -0.461    0.330   -0.637
   38260   -1.028    1.428   -2.179
   38261   -1.259    1.091   -1.351
   38262   -0.528    0.839   -1.374
   38263   -2.074    2.483   -1.193
   38264   -1.593   -0.685   -0.433
   38265   -2.440    0.719   -1.186
   38266   -0.836    0.265   -0.853
   38267   -0.522   -0.320    0.110
   38268   -0.669    0.378   -0.590
   38269    0.272    0.116   -3.473
   38270   -0.121   -0.998   -0.357
   38271   -1.479    0.076   -1.584
   38272    0.072   -0.673   -0.933
   38273   -2.065    0.410    0.769
   38274   -2.186   -0.257    0.580
   38275   -3.209    0.378   -0.159
   38276   -2.263    0.048    0.584
   38277   -2.956   -0.841   -0.054
   38278   -1.526    2.149    0.366
   38279   -0.475   -0.696   -1.680
   38280   -0.725   -0.607   -1.237
   38281   -0.297   -1.327   -1.543
   38282    0.946    0.842   -3.049
   38283   -2.238   -0.126   -0.138
   38284   -1.867    1.555   -1.346
   38285   -2.270    0.346   -1.946
   38286   -0.821   -0.563   -1.416
   38287   -3.532   -0.767    0.972
   38288   -4.462    0.834   -1.122
   38289   -2.799    0.123   -2.118
   38290   -2.959    1.172   -0.465
   38291   -2.935    0.811   -2.437
   38292   -1.224    2.200   -0.354
   38293   -2.481    1.237   -1.719
   38294   -1.776    2.343    0.393
   38295   -5.007    1.695   -0.700
   38296   -4.050    2.227    0.636
   38297   -3.209    0.497   -0.208
   38298   -1.503    2.508    0.685
   38299   -0.534    0.902   -0.204
   38300   -2.117    3.466   -1.879
   38301   -1.419    1.377   -1.576
   38302   -0.628    1.773    0.179
   38303   -0.551   -0.097   -1.804
   38304   -1.883    1.534   -1.029
   38305   -2.079    2.118   -0.345
   38306   -1.731    2.489   -0.426
   38307    0.671    1.268   -1.015
   38308    0.884    2.840   -1.626
   38309   -0.080    1.428   -2.678
   38310    0.685    1.633   -4.118
   38311    0.445    2.224   -3.963
   38312   -1.458    0.701   -1.950
   38313    0.848    2.916   -3.156
   38314   -1.086    2.124   -3.659
   38315   -2.392    0.834   -0.797
   38316   -2.285    3.222   -2.693
   38317    1.401    2.571   -2.556
   38318   -0.363    0.985   -2.808
   38319   -1.532    1.933   -0.397
   38320   -0.262    3.184   -0.840
   38321   -0.143    1.516   -4.022
   38322   -1.140    0.632   -2.255
   38323    2.101    1.170   -4.679
   38324   -1.041    2.841   -2.020
   38325   -0.523    1.547   -3.154
   38326   -1.495    1.887   -3.626
   38327   -2.647    2.132   -0.918
   38328   -0.516    2.543   -0.856
   38329    0.470    0.202   -1.446
   38330    1.269    2.769   -2.308
   38331   -1.844    2.706   -3.051
   38332   -0.484    2.855   -2.013
   38333   -1.685    2.619   -0.896
   38334   -0.604    2.227   -1.584
   38335   -2.484    3.274   -0.370
   38336   -2.357    0.939   -2.135
   38337   -1.616    0.727   -1.188
   38338    0.221    1.579   -2.396
   38339    1.035    1.426   -2.410
   38340   -1.711    3.705   -2.032
   38341   -0.851   -1.463   -1.449
   38342   -3.787    1.746   -1.444
   38343   -1.596    1.482   -2.144
   38344   -3.062    1.961   -1.832
   38345   -2.035    1.768   -2.712
   38346   -2.406    1.959   -2.595
   38347   -0.505    0.723   -2.562
   38348   -1.839    1.831   -1.938
   38349   -2.735    1.920    0.073
   38350   -3.710    2.389    0.283
   38351   -2.955    1.314    0.944
   38352    1.614    0.061   -0.415
   38353    0.716    0.124   -1.760
   38354    0.075    0.596   -0.288
   38355   -0.663    0.652   -0.374
   38356    0.730    2.692   -3.214
   38357   -0.283    0.014    0.329
   38358   -0.529    2.125    0.394
   38359   -0.867    1.114    0.614
   38360   -2.020    0.408    0.326
   38361   -2.755    2.011    0.412
   38362   -1.562    1.838   -0.136
   38363   -0.282    3.388   -2.794
   38364   -0.046    1.369   -1.948
   38365   -0.863    0.603   -0.864
   38366   -1.395    2.624   -1.004
   38367   -1.318    1.128   -1.845
   38368   -1.218    1.662   -0.843
   38369   -1.645    1.496   -1.839
   38370   -1.401    1.299   -1.183
   38371   -1.050    0.946   -0.932
   38372   -1.023    0.386   -0.184
   38373   -1.633    0.907   -0.800
   38374   -3.557   -0.263   -1.387
   38375   -2.142    0.808   -1.280
   38376   -0.630    1.106   -1.917
   38377   -1.006    0.462   -0.485
   38378   -2.120    0.603   -1.504
   38379   -3.987    1.536   -1.646
   38380   -2.206    0.919   -2.407
   38381   -2.692    0.540   -1.856
   38382   -3.056    0.358    0.102
   38383   -3.081    1.102   -0.488
   38384   -2.431    2.827   -0.890
   38385   -2.800    2.373   -1.417
   38386   -1.668    1.957   -1.580
   38387   -2.861    0.995   -2.581
   38388   -3.128    1.236    0.398
   38389    1.150   -0.354   -3.707
   38390   -0.183    0.864   -1.392
   38391   -2.643    2.106   -0.024
   38392   -2.833    3.199   -1.025
   38393   -0.231    0.790   -0.748
   38394   -3.077    1.990   -0.196
   38395   -0.549    0.885   -1.909
   38396   -0.139    1.412   -2.010
   38397   -1.330    1.480   -2.961
   38398   -1.170   -0.428   -0.099
   38399   -1.122   -2.159   -1.811
   38400   -1.318   -1.921   -1.368
   38401   -3.218   -1.794   -0.378
   38402    0.318   -0.016   -4.089
   38403   -1.530   -0.905   -0.350
   38404   -0.524    0.754   -1.378
   38405   -1.079    0.774   -1.644
   38406    0.040    0.339   -1.039
   38407   -1.180   -0.028    0.021
   38408   -0.903    1.285   -0.995
   38409    0.433    0.718   -1.093
   38410   -0.866    1.053   -0.889
   38411    0.539   -1.140   -1.523
   38412   -1.615    0.889   -0.005
   38413   -1.175    0.676    0.056
   38414   -3.747    3.976   -0.281
   38415   -2.602    2.483   -0.875
   38416   -0.984   -0.118   -0.922
   38417   -1.426    1.607   -1.211
   38418   -0.587    1.329   -2.311
   38419   -2.278    2.361   -2.884
   38420   -1.137    1.763   -2.204
   38421   -0.955    1.026   -1.951
   38422   -1.951    2.043   -1.687
